Module, Date, Time (PDT), Vin (V), Iin (A), Vout (V), Iout (A), Power (W)
M431101029AJ2, 2015-6-15, 8:38:00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
M461101120AJF, 2015-6-15, 8:38:00, 37.343750, 0.605957, 2.585938, 6.953125, 17.980347
M421101006AJB, 2015-6-15, 8:38:00, 31.546875, 6.906250, 17.625000, 11.820312, 208.333008
M431101063AJA, 2015-6-15, 8:38:00, 30.859375, 6.781250, 17.218750, 11.617188, 200.033447
M461101053AJ8, 2015-6-15, 8:39:00, 32.625000, 6.257812, 32.531250, 6.175781, 200.905884
M461101194AJ0, 2015-6-15, 8:39:00, 36.375000, 0.511230, 2.119141, 6.636719, 14.064140
M431101029AJ2, 2015-6-15, 8:39:00, 32.125000, 6.417969, 32.062500, 6.332031, 203.020752
M461101120AJF, 2015-6-15, 8:39:00, 37.437500, 0.611816, 2.640625, 6.925781, 18.288391
M421101006AJB, 2015-6-15, 8:39:00, 31.500000, 6.921875, 17.750000, 11.750000, 208.562500
M431101063AJA, 2015-6-15, 8:39:00, 30.812500, 6.804688, 17.343750, 11.554688, 200.401611
M461101053AJ8, 2015-6-15, 8:40:00, 32.968750, 6.160156, 32.875000, 6.082031, 199.946777
M461101194AJ0, 2015-6-15, 8:40:00, 36.343750, 0.515625, 2.189453, 6.535156, 14.308418
M431101029AJ2, 2015-6-15, 8:40:00, 32.468750, 6.355469, 32.406250, 6.269531, 203.171997
M461101120AJF, 2015-6-15, 8:40:00, 37.375000, 0.618164, 2.708984, 6.847656, 18.550194
M421101006AJB, 2015-6-15, 8:40:00, 31.500000, 6.925781, 17.953125, 11.632812, 208.845337
M431101063AJA, 2015-6-15, 8:40:00, 30.781250, 6.816406, 17.546875, 11.437500, 200.692383
M461101053AJ8, 2015-6-15, 8:41:00, 32.906250, 6.179688, 32.812500, 6.093750, 199.951172
M461101194AJ0, 2015-6-15, 8:41:00, 36.375000, 0.520020, 2.205078, 6.554688, 14.453598
M431101029AJ2, 2015-6-15, 8:41:00, 32.406250, 6.382812, 32.343750, 6.296875, 203.664551
M461101120AJF, 2015-6-15, 8:41:00, 37.375000, 0.624512, 2.730469, 6.871094, 18.761307
M421101006AJB, 2015-6-15, 8:41:00, 31.453125, 6.937500, 17.921875, 11.648438, 208.761841
M431101063AJA, 2015-6-15, 8:41:00, 30.703125, 6.832031, 17.515625, 11.453125, 200.608643
M461101053AJ8, 2015-6-15, 8:42:00, 32.593750, 6.265625, 32.500000, 6.183594, 200.966797
M461101194AJ0, 2015-6-15, 8:42:00, 36.375000, 0.523926, 2.189453, 6.648438, 14.556442
M431101029AJ2, 2015-6-15, 8:42:00, 32.156250, 6.433594, 32.031250, 6.351562, 203.448486
M461101120AJF, 2015-6-15, 8:42:00, 37.437500, 0.627930, 2.722656, 6.937500, 18.888428
M421101006AJB, 2015-6-15, 8:42:00, 31.406250, 6.933594, 17.734375, 11.742188, 208.240356
M431101063AJA, 2015-6-15, 8:42:00, 30.703125, 6.835938, 17.375000, 11.539062, 200.491211
M461101053AJ8, 2015-6-15, 8:43:00, 32.906250, 6.183594, 32.812500, 6.101562, 200.207520
M461101194AJ0, 2015-6-15, 8:43:00, 36.343750, 0.529297, 2.257812, 6.558594, 14.808075
M431101029AJ2, 2015-6-15, 8:43:00, 32.437500, 6.398438, 32.375000, 6.308594, 204.240723
M461101120AJF, 2015-6-15, 8:43:00, 37.406250, 0.632812, 2.775391, 6.878906, 19.091652
M421101006AJB, 2015-6-15, 8:43:00, 31.437500, 6.953125, 17.953125, 11.648438, 209.125854
M431101063AJA, 2015-6-15, 8:43:00, 30.671875, 6.855469, 17.562500, 11.453125, 201.145508
M461101053AJ8, 2015-6-15, 8:44:00, 32.187500, 6.386719, 32.093750, 6.304688, 202.341064
M461101194AJ0, 2015-6-15, 8:44:00, 36.375000, 0.534180, 2.191406, 6.781250, 14.860474
M431101029AJ2, 2015-6-15, 8:44:00, 31.796875, 6.542969, 31.656250, 6.460938, 204.529053
M461101120AJF, 2015-6-15, 8:44:00, 37.343750, 0.637695, 2.712891, 7.054688, 19.138596
M421101006AJB, 2015-6-15, 8:44:00, 31.375000, 6.968750, 17.546875, 11.906250, 208.917480
M431101063AJA, 2015-6-15, 8:44:00, 30.609375, 6.875000, 17.171875, 11.710938, 201.098755
M461101053AJ8, 2015-6-15, 8:45:00, 32.625000, 6.277344, 32.531250, 6.195312, 201.541260
M461101194AJ0, 2015-6-15, 8:45:00, 36.375000, 0.538574, 2.267578, 6.656250, 15.093567
M431101029AJ2, 2015-6-15, 8:45:00, 32.156250, 6.484375, 32.093750, 6.394531, 205.224487
M461101120AJF, 2015-6-15, 8:45:00, 37.281250, 0.643555, 2.779297, 6.976562, 19.389938
M421101006AJB, 2015-6-15, 8:45:00, 31.406250, 6.972656, 17.796875, 11.765625, 209.391357
M431101063AJA, 2015-6-15, 8:45:00, 30.640625, 6.878906, 17.421875, 11.562500, 201.440430
M461101053AJ8, 2015-6-15, 8:46:00, 32.500000, 6.320312, 32.406250, 6.238281, 202.159302
M461101194AJ0, 2015-6-15, 8:46:00, 36.375000, 0.543457, 2.279297, 6.699219, 15.269508
M431101029AJ2, 2015-6-15, 8:46:00, 32.031250, 6.523438, 31.968750, 6.433594, 205.673950
M461101120AJF, 2015-6-15, 8:46:00, 37.375000, 0.648926, 2.792969, 7.019531, 19.605331
M421101006AJB, 2015-6-15, 8:46:00, 31.406250, 6.988281, 17.750000, 11.828125, 209.949219
M431101063AJA, 2015-6-15, 8:46:00, 30.640625, 6.894531, 17.359375, 11.625000, 201.802734
M461101053AJ8, 2015-6-15, 8:47:00, 32.968750, 6.183594, 32.875000, 6.105469, 200.717285
M461101194AJ0, 2015-6-15, 8:47:00, 36.343750, 0.547852, 2.367188, 6.550781, 15.506927
M431101029AJ2, 2015-6-15, 8:47:00, 32.500000, 6.421875, 32.437500, 6.335938, 205.521973
M461101120AJF, 2015-6-15, 8:47:00, 37.312500, 0.655273, 2.878906, 6.910156, 19.893692
M421101006AJB, 2015-6-15, 8:47:00, 31.359375, 6.996094, 18.031250, 11.640625, 209.895020
M431101063AJA, 2015-6-15, 8:47:00, 30.593750, 6.902344, 17.640625, 11.445312, 201.902466
M461101053AJ8, 2015-6-15, 8:48:00, 32.718750, 6.242188, 32.625000, 6.164062, 201.102539
M461101194AJ0, 2015-6-15, 8:48:00, 36.406250, 0.550781, 2.365234, 6.605469, 15.623482
M431101029AJ2, 2015-6-15, 8:48:00, 32.281250, 6.468750, 32.187500, 6.382812, 205.446777
M461101120AJF, 2015-6-15, 8:48:00, 37.312500, 0.657227, 2.861328, 6.964844, 19.928703
M421101006AJB, 2015-6-15, 8:48:00, 31.328125, 6.992188, 17.906250, 11.703125, 209.559082
M431101063AJA, 2015-6-15, 8:48:00, 30.546875, 6.898438, 17.515625, 11.500000, 201.429688
M461101053AJ8, 2015-6-15, 8:49:00, 32.250000, 6.382812, 32.187500, 6.300781, 202.806396
M461101194AJ0, 2015-6-15, 8:49:00, 36.312500, 0.556152, 2.322266, 6.753906, 15.684364
M431101029AJ2, 2015-6-15, 8:49:00, 31.890625, 6.566406, 31.734375, 6.484375, 205.777588
M461101120AJF, 2015-6-15, 8:49:00, 37.375000, 0.662598, 2.837891, 7.082031, 20.098030
M421101006AJB, 2015-6-15, 8:49:00, 31.296875, 7.011719, 17.640625, 11.890625, 209.758057
M431101063AJA, 2015-6-15, 8:49:00, 30.546875, 6.917969, 17.281250, 11.687500, 201.974609
M461101053AJ8, 2015-6-15, 8:50:00, 32.468750, 6.324219, 32.375000, 6.246094, 202.217285
M461101194AJ0, 2015-6-15, 8:50:00, 36.312500, 0.560547, 2.378906, 6.691406, 15.918228
M431101029AJ2, 2015-6-15, 8:50:00, 32.000000, 6.546875, 31.921875, 6.457031, 206.120544
M461101120AJF, 2015-6-15, 8:50:00, 37.406250, 0.667969, 2.892578, 7.035156, 20.349739
M421101006AJB, 2015-6-15, 8:50:00, 31.312500, 7.007812, 17.765625, 11.804688, 209.717651
M431101063AJA, 2015-6-15, 8:50:00, 30.546875, 6.917969, 17.406250, 11.601562, 201.939697
M461101053AJ8, 2015-6-15, 8:51:00, 32.687500, 6.273438, 32.593750, 6.191406, 201.801147
M461101194AJ0, 2015-6-15, 8:51:00, 36.343750, 0.566406, 2.437500, 6.636719, 16.177002
M431101029AJ2, 2015-6-15, 8:51:00, 32.218750, 6.511719, 32.156250, 6.421875, 206.503418
M461101120AJF, 2015-6-15, 8:51:00, 37.343750, 0.675293, 2.947266, 6.992188, 20.607834
M421101006AJB, 2015-6-15, 8:51:00, 31.328125, 7.019531, 17.906250, 11.742188, 210.258545
M431101063AJA, 2015-6-15, 8:51:00, 30.546875, 6.933594, 17.546875, 11.539062, 202.474487
M461101053AJ8, 2015-6-15, 8:52:00, 32.562500, 6.324219, 32.468750, 6.242188, 202.676025
M461101194AJ0, 2015-6-15, 8:52:00, 36.406250, 0.571777, 2.443359, 6.691406, 16.349510
M431101029AJ2, 2015-6-15, 8:52:00, 32.093750, 6.558594, 32.031250, 6.468750, 207.202148
M461101120AJF, 2015-6-15, 8:52:00, 37.437500, 0.677246, 2.947266, 7.039062, 20.745987
M421101006AJB, 2015-6-15, 8:52:00, 31.265625, 7.042969, 17.843750, 11.804688, 210.639893
M431101063AJA, 2015-6-15, 8:52:00, 30.546875, 6.953125, 17.500000, 11.601562, 203.027344
M461101053AJ8, 2015-6-15, 8:53:00, 32.468750, 6.355469, 32.375000, 6.273438, 203.102539
M461101194AJ0, 2015-6-15, 8:53:00, 36.500000, 0.573730, 2.447266, 6.726562, 16.461685
M431101029AJ2, 2015-6-15, 8:53:00, 32.031250, 6.589844, 31.953125, 6.500000, 207.695312
M461101120AJF, 2015-6-15, 8:53:00, 37.468750, 0.680176, 2.947266, 7.070312, 20.838089
M421101006AJB, 2015-6-15, 8:53:00, 31.250000, 7.062500, 17.796875, 11.859375, 211.059814
M431101063AJA, 2015-6-15, 8:53:00, 30.546875, 6.968750, 17.453125, 11.656250, 203.437988
M461101053AJ8, 2015-6-15, 8:54:00, 32.531250, 6.347656, 32.437500, 6.269531, 203.367920
M461101194AJ0, 2015-6-15, 8:54:00, 36.562500, 0.576660, 2.474609, 6.722656, 16.635948
M431101029AJ2, 2015-6-15, 8:54:00, 32.062500, 6.593750, 32.000000, 6.500000, 208.000000
M461101120AJF, 2015-6-15, 8:54:00, 37.500000, 0.683105, 2.964844, 7.070312, 20.962372
M421101006AJB, 2015-6-15, 8:54:00, 31.250000, 7.074219, 17.828125, 11.851562, 211.291138
M431101063AJA, 2015-6-15, 8:54:00, 30.515625, 6.984375, 17.500000, 11.648438, 203.847656
M461101053AJ8, 2015-6-15, 8:55:00, 32.375000, 6.394531, 32.281250, 6.312500, 203.775391
M461101194AJ0, 2015-6-15, 8:55:00, 36.625000, 0.580078, 2.474609, 6.765625, 16.742279
M431101029AJ2, 2015-6-15, 8:55:00, 31.937500, 6.632812, 31.875000, 6.539062, 208.432617
M461101120AJF, 2015-6-15, 8:55:00, 37.562500, 0.684570, 2.957031, 7.113281, 21.034195
M421101006AJB, 2015-6-15, 8:55:00, 31.203125, 7.093750, 17.765625, 11.914062, 211.660767
M431101063AJA, 2015-6-15, 8:55:00, 30.484375, 7.000000, 17.421875, 11.703125, 203.890381
M461101053AJ8, 2015-6-15, 8:56:00, 32.468750, 6.378906, 32.375000, 6.292969, 203.734863
M461101194AJ0, 2015-6-15, 8:56:00, 36.750000, 0.584473, 2.523438, 6.742188, 17.013489
M431101029AJ2, 2015-6-15, 8:56:00, 32.062500, 6.617188, 32.000000, 6.523438, 208.750000
M461101120AJF, 2015-6-15, 8:56:00, 37.500000, 0.688477, 2.982422, 7.097656, 21.168205
M421101006AJB, 2015-6-15, 8:56:00, 31.187500, 7.101562, 17.843750, 11.867188, 211.755127
M431101063AJA, 2015-6-15, 8:56:00, 30.437500, 7.011719, 17.484375, 11.664062, 203.938843
M461101053AJ8, 2015-6-15, 8:57:00, 32.531250, 6.359375, 32.437500, 6.277344, 203.621338
M461101194AJ0, 2015-6-15, 8:57:00, 36.750000, 0.591309, 2.572266, 6.718750, 17.282410
M431101029AJ2, 2015-6-15, 8:57:00, 32.093750, 6.609375, 32.031250, 6.519531, 208.828735
M461101120AJF, 2015-6-15, 8:57:00, 37.562500, 0.695801, 3.033203, 7.085938, 21.493088
M421101006AJB, 2015-6-15, 8:57:00, 31.140625, 7.117188, 17.890625, 11.851562, 212.031860
M431101063AJA, 2015-6-15, 8:57:00, 30.437500, 7.023438, 17.546875, 11.656250, 204.530762
M461101053AJ8, 2015-6-15, 8:58:00, 32.343750, 6.406250, 32.250000, 6.324219, 203.956055
M461101194AJ0, 2015-6-15, 8:58:00, 36.750000, 0.595215, 2.572266, 6.765625, 17.402985
M431101029AJ2, 2015-6-15, 8:58:00, 31.921875, 6.648438, 31.859375, 6.554688, 208.828247
M461101120AJF, 2015-6-15, 8:58:00, 37.593750, 0.703125, 3.050781, 7.128906, 21.748734
M421101006AJB, 2015-6-15, 8:58:00, 31.156250, 7.105469, 17.796875, 11.898438, 211.755005
M431101063AJA, 2015-6-15, 8:58:00, 30.437500, 7.019531, 17.468750, 11.695312, 204.302490
M461101053AJ8, 2015-6-15, 8:59:00, 32.312500, 6.429688, 32.218750, 6.347656, 204.513550
M461101194AJ0, 2015-6-15, 8:59:00, 36.750000, 0.599121, 2.578125, 6.789062, 17.503052
M431101029AJ2, 2015-6-15, 8:59:00, 31.859375, 6.667969, 31.781250, 6.570312, 208.812744
M461101120AJF, 2015-6-15, 8:59:00, 37.562500, 0.708496, 3.068359, 7.148438, 21.933975
M421101006AJB, 2015-6-15, 8:59:00, 31.140625, 7.109375, 17.765625, 11.914062, 211.660767
M431101063AJA, 2015-6-15, 8:59:00, 30.421875, 7.023438, 17.437500, 11.710938, 204.209473
M461101053AJ8, 2015-6-15, 9:00:00, 32.218750, 6.449219, 32.125000, 6.363281, 204.420410
M461101194AJ0, 2015-6-15, 9:00:00, 36.750000, 0.602539, 2.591797, 6.808594, 17.646492
M431101029AJ2, 2015-6-15, 9:00:00, 31.843750, 6.671875, 31.703125, 6.585938, 208.794800
M461101120AJF, 2015-6-15, 9:00:00, 37.625000, 0.712891, 3.091797, 7.160156, 22.137749
M421101006AJB, 2015-6-15, 9:00:00, 31.156250, 7.113281, 17.718750, 11.960938, 211.932861
M431101063AJA, 2015-6-15, 9:00:00, 30.437500, 7.035156, 17.421875, 11.757812, 204.843140
M461101053AJ8, 2015-6-15, 9:01:00, 32.531250, 6.390625, 32.468750, 6.308594, 204.832153
M461101194AJ0, 2015-6-15, 9:01:00, 36.718750, 0.606934, 2.644531, 6.742188, 17.829926
M431101029AJ2, 2015-6-15, 9:01:00, 32.093750, 6.648438, 32.031250, 6.554688, 209.954834
M461101120AJF, 2015-6-15, 9:01:00, 37.656250, 0.715820, 3.136719, 7.113281, 22.312363
M421101006AJB, 2015-6-15, 9:01:00, 31.140625, 7.144531, 17.906250, 11.875000, 212.636719
M431101063AJA, 2015-6-15, 9:01:00, 30.453125, 7.062500, 17.609375, 11.679688, 205.671997
M461101053AJ8, 2015-6-15, 9:02:00, 32.562500, 6.390625, 32.468750, 6.308594, 204.832153
M461101194AJ0, 2015-6-15, 9:02:00, 36.718750, 0.609863, 2.664062, 6.742188, 17.961609
M431101029AJ2, 2015-6-15, 9:02:00, 32.125000, 6.648438, 32.031250, 6.554688, 209.954834
M461101120AJF, 2015-6-15, 9:02:00, 37.750000, 0.720215, 3.167969, 7.109375, 22.522278
M421101006AJB, 2015-6-15, 9:02:00, 31.156250, 7.140625, 17.921875, 11.875000, 212.822266
M431101063AJA, 2015-6-15, 9:02:00, 30.484375, 7.062500, 17.640625, 11.671875, 205.899170
M461101053AJ8, 2015-6-15, 9:03:00, 32.531250, 6.402344, 32.437500, 6.320312, 205.015137
M461101194AJ0, 2015-6-15, 9:03:00, 36.718750, 0.612793, 2.667969, 6.761719, 18.040054
M431101029AJ2, 2015-6-15, 9:03:00, 32.062500, 6.660156, 32.000000, 6.566406, 210.125000
M461101120AJF, 2015-6-15, 9:03:00, 37.750000, 0.723633, 3.177734, 7.121094, 22.628944
M421101006AJB, 2015-6-15, 9:03:00, 31.156250, 7.144531, 17.906250, 11.882812, 212.776611
M431101063AJA, 2015-6-15, 9:03:00, 30.484375, 7.062500, 17.625000, 11.687500, 205.992188
M461101053AJ8, 2015-6-15, 9:04:00, 32.500000, 6.437500, 32.406250, 6.351562, 205.830322
M461101194AJ0, 2015-6-15, 9:04:00, 36.812500, 0.618652, 2.691406, 6.796875, 18.293152
M431101029AJ2, 2015-6-15, 9:04:00, 32.031250, 6.667969, 31.984375, 6.574219, 210.272278
M461101120AJF, 2015-6-15, 9:04:00, 37.750000, 0.728027, 3.199219, 7.128906, 22.806931
M421101006AJB, 2015-6-15, 9:04:00, 31.140625, 7.175781, 17.906250, 11.929688, 213.615967
M431101063AJA, 2015-6-15, 9:04:00, 30.468750, 7.097656, 17.625000, 11.726562, 206.680664
M461101053AJ8, 2015-6-15, 9:05:00, 32.906250, 6.296875, 32.812500, 6.218750, 204.052734
M461101194AJ0, 2015-6-15, 9:05:00, 36.781250, 0.625000, 2.794922, 6.648438, 18.581863
M431101029AJ2, 2015-6-15, 9:05:00, 32.562500, 6.394531, 32.312500, 6.320312, 204.225098
M461101120AJF, 2015-6-15, 9:05:00, 37.781250, 0.734863, 3.396484, 6.855469, 23.284492
M421101006AJB, 2015-6-15, 9:05:00, 31.140625, 7.175781, 18.156250, 11.781250, 213.903320
M431101063AJA, 2015-6-15, 9:05:00, 30.468750, 7.101562, 17.875000, 11.578125, 206.958984
M431101063AJA, 2015-6-15, 9:06:00, 30.437500, 7.113281, 18.156250, 11.406250, 207.094727
M461101053AJ8, 2015-6-15, 9:06:00, 33.218750, 6.117188, 33.093750, 6.042969, 199.984497
M461101194AJ0, 2015-6-15, 9:06:00, 36.781250, 0.629395, 2.923828, 6.457031, 18.879250
M431101029AJ2, 2015-6-15, 9:06:00, 34.062500, 5.750000, 32.500000, 5.875000, 190.937500
M461101120AJF, 2015-6-15, 9:06:00, 37.687500, 0.744629, 3.726562, 6.394531, 23.829620
M421101006AJB, 2015-6-15, 9:06:00, 31.109375, 7.179688, 18.359375, 11.640625, 213.714600
M431101063AJA, 2015-6-15, 9:06:00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
M461101053AJ8, 2015-6-15, 9:07:00, 33.656250, 5.632812, 33.031250, 5.613281, 185.413696
M461101194AJ0, 2015-6-15, 9:07:00, 36.875000, 0.631348, 3.203125, 6.019531, 19.281311
M431101029AJ2, 2015-6-15, 9:07:00, 35.000000, 5.097656, 32.156250, 5.406250, 173.844727
M461101120AJF, 2015-6-15, 9:07:00, 37.687500, 0.750488, 4.156250, 5.859375, 24.353027
M421101006AJB, 2015-6-15, 9:07:00, 31.109375, 7.187500, 18.437500, 11.609375, 214.047852
M431101063AJA, 2015-6-15, 9:07:00, 30.437500, 7.113281, 18.156250, 11.406250, 207.094727
M461101053AJ8, 2015-6-15, 9:08:00, 34.812500, 4.929688, 33.093750, 5.054688, 167.278564
M461101194AJ0, 2015-6-15, 9:08:00, 36.812500, 0.637207, 3.658203, 5.414062, 19.805740
M431101029AJ2, 2015-6-15, 9:08:00, 35.625000, 4.511719, 32.031250, 4.890625, 156.652832
M461101120AJF, 2015-6-15, 9:08:00, 37.625000, 0.758789, 4.734375, 5.269531, 24.947937
M421101006AJB, 2015-6-15, 9:08:00, 31.687500, 7.046875, 18.656250, 11.460938, 213.818115
M431101063AJA, 2015-6-15, 9:08:00, 30.437500, 7.132812, 18.468750, 11.257812, 207.917725
M431101063AJA, 2015-6-15, 9:09:00, 30.468750, 7.128906, 19.593750, 10.640625, 208.489746
M461101053AJ8, 2015-6-15, 9:09:00, 35.875000, 3.785156, 31.843750, 4.148438, 132.101807
M461101194AJ0, 2015-6-15, 9:09:00, 36.875000, 0.640625, 4.660156, 4.406250, 20.533813
M431101029AJ2, 2015-6-15, 9:09:00, 36.343750, 3.720703, 30.968750, 4.250000, 131.617188
M461101120AJF, 2015-6-15, 9:09:00, 37.531250, 0.763672, 5.597656, 4.550781, 25.473709
M421101006AJB, 2015-6-15, 9:09:00, 33.562500, 6.343750, 18.125000, 11.242188, 203.764648
M431101063AJA, 2015-6-15, 9:09:00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
M461101053AJ8, 2015-6-15, 9:10:00, 36.406250, 3.058594, 30.703125, 3.527344, 108.300476
M461101194AJ0, 2015-6-15, 9:10:00, 36.843750, 0.644043, 5.660156, 3.714844, 21.026596
M431101029AJ2, 2015-6-15, 9:10:00, 36.843750, 3.058594, 29.765625, 3.677734, 109.470062
M461101120AJF, 2015-6-15, 9:10:00, 37.000000, 0.778320, 6.675781, 3.894531, 25.999039
M421101006AJB, 2015-6-15, 9:10:00, 34.625000, 5.695312, 17.312500, 10.890625, 188.543945
M431101063AJA, 2015-6-15, 9:10:00, 30.468750, 7.128906, 19.593750, 10.640625, 208.489746
M461101053AJ8, 2015-6-15, 9:11:00, 36.906250, 2.396484, 29.218750, 2.935547, 85.773010
M461101194AJ0, 2015-6-15, 9:11:00, 36.843750, 0.650391, 7.027344, 3.070312, 21.576141
M431101029AJ2, 2015-6-15, 9:11:00, 37.343750, 2.408203, 28.218750, 3.089844, 87.191528
M461101120AJF, 2015-6-15, 9:11:00, 34.750000, 0.829102, 8.117188, 3.255859, 26.428421
M421101006AJB, 2015-6-15, 9:11:00, 34.875000, 5.500000, 17.015625, 10.773438, 183.316772
M431101063AJA, 2015-6-15, 9:11:00, 30.437500, 7.140625, 19.843750, 10.523438, 208.824463
M461101053AJ8, 2015-6-15, 9:12:00, 37.218750, 1.797852, 27.187500, 2.376953, 64.623413
M461101194AJ0, 2015-6-15, 9:12:00, 36.906250, 0.657715, 8.992188, 2.468750, 22.199463
M431101029AJ2, 2015-6-15, 9:12:00, 37.656250, 1.791016, 25.593750, 2.539062, 64.984131
M461101120AJF, 2015-6-15, 9:12:00, 31.609375, 0.953125, 10.687500, 2.628906, 28.096436
M421101006AJB, 2015-6-15, 9:12:00, 34.500000, 5.738281, 17.296875, 10.945312, 189.319702
M431101063AJA, 2015-6-15, 9:12:00, 30.421875, 7.148438, 19.515625, 10.687500, 208.573242
M461101053AJ8, 2015-6-15, 9:13:00, 31.984375, 1.341797, 23.406250, 1.753906, 41.052368
M461101194AJ0, 2015-6-15, 9:13:00, 37.156250, 0.664062, 12.531250, 1.821289, 22.823029
M431101029AJ2, 2015-6-15, 9:13:00, 36.718750, 1.384766, 16.562500, 3.154297, 52.243042
M461101120AJF, 2015-6-15, 9:13:00, 25.781250, 2.714844, 19.656250, 3.132812, 61.579346
M421101006AJB, 2015-6-15, 9:13:00, 35.781250, 4.648438, 15.484375, 10.226562, 158.351929
M431101063AJA, 2015-6-15, 9:13:00, 30.500000, 7.132812, 21.046875, 9.945312, 209.317749
M461101053AJ8, 2015-6-15, 9:14:00, 36.500000, 1.049805, 21.234375, 1.717773, 36.475845
M461101194AJ0, 2015-6-15, 9:14:00, 37.312500, 0.666992, 13.062500, 1.761719, 23.012451
M431101029AJ2, 2015-6-15, 9:14:00, 29.265625, 2.386719, 12.171875, 4.867188, 59.242798
M461101120AJF, 2015-6-15, 9:14:00, 23.171875, 4.785156, 22.671875, 4.847656, 109.905457
M421101006AJB, 2015-6-15, 9:14:00, 36.500000, 3.738281, 13.023438, 9.945312, 129.522156
M431101063AJA, 2015-6-15, 9:14:00, 30.531250, 7.132812, 21.812500, 9.617188, 209.774902
M461101053AJ8, 2015-6-15, 9:15:00, 37.156250, 0.969727, 20.343750, 1.684570, 34.270477
M461101194AJ0, 2015-6-15, 9:15:00, 37.312500, 0.668945, 13.453125, 1.719727, 23.135696
M431101029AJ2, 2015-6-15, 9:15:00, 20.546875, 6.898438, 17.515625, 7.781250, 136.293457
M461101120AJF, 2015-6-15, 9:15:00, 20.343750, 6.984375, 17.203125, 7.929688, 136.415405
M421101006AJB, 2015-6-15, 9:15:00, 36.625000, 3.574219, 12.437500, 9.976562, 124.083496
M431101063AJA, 2015-6-15, 9:15:00, 30.562500, 7.148438, 21.875000, 9.632812, 210.717773
M461101053AJ8, 2015-6-15, 9:16:00, 37.281250, 0.997559, 23.234375, 1.526367, 35.464188
M461101194AJ0, 2015-6-15, 9:16:00, 37.406250, 0.671875, 15.015625, 1.556641, 23.373932
M431101029AJ2, 2015-6-15, 9:16:00, 20.640625, 6.875000, 19.703125, 6.964844, 137.229187
M461101120AJF, 2015-6-15, 9:16:00, 20.453125, 6.976562, 19.468750, 7.082031, 137.878296
M421101006AJB, 2015-6-15, 9:16:00, 36.312500, 3.925781, 14.890625, 9.132812, 135.993286
M431101063AJA, 2015-6-15, 9:16:00, 30.656250, 7.140625, 23.906250, 8.851562, 211.607666
M461101053AJ8, 2015-6-15, 9:17:00, 37.281250, 1.156250, 25.734375, 1.603516, 41.265472
M461101194AJ0, 2015-6-15, 9:17:00, 37.375000, 0.671875, 14.125000, 1.653320, 23.353149
M431101029AJ2, 2015-6-15, 9:17:00, 20.640625, 6.824219, 20.328125, 6.726562, 136.738403
M461101120AJF, 2015-6-15, 9:17:00, 20.421875, 7.003906, 20.296875, 6.871094, 139.461731
M421101006AJB, 2015-6-15, 9:17:00, 36.750000, 3.185547, 13.492188, 8.226562, 110.994324
M431101063AJA, 2015-6-15, 9:17:00, 31.031250, 7.058594, 26.875000, 7.914062, 212.690430
M461101053AJ8, 2015-6-15, 9:18:00, 37.156250, 1.487305, 28.234375, 1.885742, 53.242752
M461101194AJ0, 2015-6-15, 9:18:00, 37.343750, 0.673340, 11.945312, 1.948242, 23.272362
M431101029AJ2, 2015-6-15, 9:18:00, 21.734375, 6.242188, 20.140625, 6.500000, 130.914062
M461101120AJF, 2015-6-15, 9:18:00, 21.015625, 6.816406, 20.890625, 6.695312, 139.869263
M421101006AJB, 2015-6-15, 9:18:00, 37.250000, 2.501953, 11.484375, 7.656250, 87.927246
M431101063AJA, 2015-6-15, 9:18:00, 31.171875, 7.054688, 29.265625, 7.300781, 213.661926
M461101053AJ8, 2015-6-15, 9:19:00, 36.968750, 1.751953, 29.546875, 2.119141, 62.613983
M461101194AJ0, 2015-6-15, 9:19:00, 37.406250, 0.676758, 10.578125, 2.201172, 23.284271
M431101029AJ2, 2015-6-15, 9:19:00, 22.531250, 5.484375, 19.250000, 6.191406, 119.184570
M461101120AJF, 2015-6-15, 9:19:00, 21.750000, 6.460938, 21.640625, 6.351562, 137.451782
M421101006AJB, 2015-6-15, 9:19:00, 37.156250, 2.460938, 11.273438, 7.644531, 86.180145
M431101063AJA, 2015-6-15, 9:19:00, 31.156250, 7.078125, 29.406250, 7.289062, 214.343994
M461101053AJ8, 2015-6-15, 9:20:00, 37.125000, 1.446289, 27.750000, 1.864258, 51.733154
M461101194AJ0, 2015-6-15, 9:20:00, 37.375000, 0.683594, 12.304688, 1.921875, 23.648071
M431101029AJ2, 2015-6-15, 9:20:00, 23.109375, 4.699219, 18.343750, 5.703125, 104.616699
M461101120AJF, 2015-6-15, 9:20:00, 22.531250, 5.925781, 22.406250, 5.832031, 130.673950
M421101006AJB, 2015-6-15, 9:20:00, 37.375000, 2.083984, 9.867188, 7.363281, 72.654877
M431101063AJA, 2015-6-15, 9:20:00, 31.328125, 7.039062, 30.703125, 7.035156, 216.001282
M461101053AJ8, 2015-6-15, 9:21:00, 27.468750, 1.691406, 26.531250, 1.697266, 45.030579
M461101194AJ0, 2015-6-15, 9:21:00, 37.468750, 0.691406, 13.625000, 1.764648, 24.043335
