Module, Date, Time (PDT), Vin (V), Iin (A), Vout (V), Iout (A), Power (W)
M431101063AJA, 2015-6-15, 16:59:00, 29.625000, 6.968750, 20.812500, 9.554688, 198.856934
M461101053AJ8, 2015-6-15, 17:00:00, 30.625000, 0.446045, 7.871094, 1.530273, 12.044926
M461101194AJ0, 2015-6-15, 17:00:00, 24.718750, 1.528320, 24.671875, 1.492188, 36.815063
M431101029AJ2, 2015-6-15, 17:00:00, 33.250000, 0.513672, 1.754883, 7.128906, 12.510395
M461101120AJF, 2015-6-15, 17:00:00, 31.531250, 6.570312, 31.406250, 6.488281, 203.772583
M421101006AJB, 2015-6-15, 17:00:00, 36.312500, 3.199219, 11.445312, 9.570312, 109.535217
M431101063AJA, 2015-6-15, 17:00:00, 29.625000, 6.949219, 21.500000, 9.226562, 198.371094
M461101053AJ8, 2015-6-15, 17:01:00, 30.546875, 0.444092, 7.789062, 1.537109, 11.972641
M461101194AJ0, 2015-6-15, 17:01:00, 24.265625, 1.528320, 24.218750, 1.491211, 36.115265
M431101029AJ2, 2015-6-15, 17:01:00, 33.156250, 0.511719, 1.692383, 7.265625, 12.296219
M461101120AJF, 2015-6-15, 17:01:00, 31.062500, 6.683594, 30.937500, 6.597656, 204.114990
M421101006AJB, 2015-6-15, 17:01:00, 36.562500, 2.863281, 10.468750, 9.398438, 98.389893
M431101063AJA, 2015-6-15, 17:01:00, 29.578125, 6.941406, 21.921875, 9.031250, 197.981934
M461101053AJ8, 2015-6-15, 17:02:00, 30.671875, 0.438965, 10.312500, 1.166016, 12.024536
M461101194AJ0, 2015-6-15, 17:02:00, 23.562500, 1.095703, 21.703125, 1.127930, 24.479599
M431101029AJ2, 2015-6-15, 17:02:00, 33.125000, 0.509766, 1.685547, 7.246094, 12.213631
M461101120AJF, 2015-6-15, 17:02:00, 31.093750, 6.664062, 30.968750, 6.578125, 203.716309
M421101006AJB, 2015-6-15, 17:02:00, 36.781250, 2.531250, 9.609375, 9.054688, 87.009888
M431101063AJA, 2015-6-15, 17:02:00, 29.531250, 6.945312, 22.765625, 8.695312, 197.954224
M461101053AJ8, 2015-6-15, 17:03:00, 30.718750, 0.435303, 13.546875, 0.888672, 12.038727
M461101194AJ0, 2015-6-15, 17:03:00, 24.109375, 0.738770, 18.968750, 0.868652, 16.477249
M431101029AJ2, 2015-6-15, 17:03:00, 32.968750, 0.507812, 1.737305, 7.042969, 12.235783
M461101120AJF, 2015-6-15, 17:03:00, 31.640625, 6.480469, 31.515625, 6.402344, 201.773865
M421101006AJB, 2015-6-15, 17:03:00, 36.718750, 2.451172, 9.554688, 8.804688, 84.126038
M431101063AJA, 2015-6-15, 17:03:00, 29.593750, 6.921875, 23.421875, 8.445312, 197.805054
M461101053AJ8, 2015-6-15, 17:04:00, 30.593750, 0.436279, 12.390625, 0.965332, 11.961067
M461101194AJ0, 2015-6-15, 17:04:00, 35.312500, 0.585449, 19.609375, 0.976074, 19.140205
M431101029AJ2, 2015-6-15, 17:04:00, 32.937500, 0.506348, 1.671875, 7.207031, 12.049255
M461101120AJF, 2015-6-15, 17:04:00, 31.171875, 6.625000, 31.046875, 6.542969, 203.138733
M421101006AJB, 2015-6-15, 17:04:00, 36.968750, 2.103516, 8.367188, 8.617188, 72.101624
M431101063AJA, 2015-6-15, 17:04:00, 29.625000, 6.917969, 24.046875, 8.234375, 198.010986
M461101053AJ8, 2015-6-15, 17:05:00, 30.546875, 0.434326, 12.257812, 0.968750, 11.874756
M461101194AJ0, 2015-6-15, 17:05:00, 35.906250, 0.577637, 19.625000, 0.980957, 19.251282
M431101029AJ2, 2015-6-15, 17:05:00, 32.812500, 0.504395, 1.654297, 7.214844, 11.935493
M461101120AJF, 2015-6-15, 17:05:00, 31.078125, 6.625000, 30.953125, 6.539062, 202.404419
M421101006AJB, 2015-6-15, 17:05:00, 37.156250, 1.746094, 7.183594, 8.289062, 59.545258
M431101063AJA, 2015-6-15, 17:05:00, 29.718750, 6.867188, 25.093750, 7.875000, 197.613281
M461101053AJ8, 2015-6-15, 17:06:00, 30.453125, 0.432373, 12.507812, 0.941895, 11.781040
M461101194AJ0, 2015-6-15, 17:06:00, 35.781250, 0.571777, 19.937500, 0.951660, 18.973724
M431101029AJ2, 2015-6-15, 17:06:00, 32.812500, 0.501953, 1.706055, 7.011719, 11.962376
M461101120AJF, 2015-6-15, 17:06:00, 31.593750, 6.449219, 31.468750, 6.371094, 200.490356
M421101006AJB, 2015-6-15, 17:06:00, 37.156250, 1.656250, 7.003906, 8.046875, 56.359558
M431101063AJA, 2015-6-15, 17:06:00, 29.796875, 6.832031, 25.843750, 7.636719, 197.361450
M461101053AJ8, 2015-6-15, 17:07:00, 30.359375, 0.431396, 12.351562, 0.946777, 11.694180
M461101194AJ0, 2015-6-15, 17:07:00, 35.625000, 0.568359, 19.640625, 0.957031, 18.796692
M431101029AJ2, 2015-6-15, 17:07:00, 32.750000, 0.499756, 1.651367, 7.136719, 11.785343
M461101120AJF, 2015-6-15, 17:07:00, 31.187500, 6.562500, 31.062500, 6.480469, 201.299561
M421101006AJB, 2015-6-15, 17:07:00, 37.343750, 1.388672, 5.917969, 7.910156, 46.812057
M431101063AJA, 2015-6-15, 17:07:00, 29.890625, 6.812500, 26.484375, 7.457031, 197.494812
M461101053AJ8, 2015-6-15, 17:08:00, 30.312500, 0.428711, 12.273438, 0.945801, 11.608227
M461101194AJ0, 2015-6-15, 17:08:00, 35.656250, 0.564453, 19.484375, 0.957520, 18.656670
M431101029AJ2, 2015-6-15, 17:08:00, 32.687500, 0.496826, 1.613281, 7.195312, 11.608063
M461101120AJF, 2015-6-15, 17:08:00, 31.000000, 6.621094, 30.875000, 6.535156, 201.772949
M421101006AJB, 2015-6-15, 17:08:00, 37.468750, 1.141602, 4.886719, 7.742188, 37.833893
M431101063AJA, 2015-6-15, 17:08:00, 30.015625, 6.789062, 27.281250, 7.246094, 197.682495
M461101053AJ8, 2015-6-15, 17:09:00, 30.265625, 0.427002, 12.117188, 0.951660, 11.531445
M461101194AJ0, 2015-6-15, 17:09:00, 35.562500, 0.560547, 19.140625, 0.964844, 18.467712
M431101029AJ2, 2015-6-15, 17:09:00, 32.562500, 0.493164, 1.558594, 7.292969, 11.366776
M461101120AJF, 2015-6-15, 17:09:00, 30.562500, 6.714844, 30.437500, 6.628906, 201.767334
M421101006AJB, 2015-6-15, 17:09:00, 37.500000, 0.946289, 3.984375, 7.671875, 30.567627
M431101063AJA, 2015-6-15, 17:09:00, 30.015625, 6.777344, 27.703125, 7.128906, 197.492981
M461101053AJ8, 2015-6-15, 17:10:00, 30.234375, 0.425537, 12.039062, 0.951660, 11.457096
M461101194AJ0, 2015-6-15, 17:10:00, 35.500000, 0.556152, 18.953125, 0.964355, 18.277550
M431101029AJ2, 2015-6-15, 17:10:00, 32.500000, 0.489990, 1.530273, 7.316406, 11.196102
M461101120AJF, 2015-6-15, 17:10:00, 30.406250, 6.726562, 30.218750, 6.648438, 200.907471
M421101006AJB, 2015-6-15, 17:10:00, 37.375000, 0.843262, 3.496094, 7.617188, 26.630402
M431101063AJA, 2015-6-15, 17:10:00, 30.015625, 6.757812, 27.953125, 7.050781, 197.091370
M461101053AJ8, 2015-6-15, 17:11:00, 30.171875, 0.422852, 12.117188, 0.938965, 11.377613
M461101194AJ0, 2015-6-15, 17:11:00, 35.343750, 0.551758, 18.984375, 0.950684, 18.048134
M431101029AJ2, 2015-6-15, 17:11:00, 32.437500, 0.487061, 1.527344, 7.269531, 11.103073
M461101120AJF, 2015-6-15, 17:11:00, 30.593750, 6.675781, 30.343750, 6.605469, 200.434692
M421101006AJB, 2015-6-15, 17:11:00, 37.343750, 0.826172, 3.423828, 7.585938, 25.972946
M431101063AJA, 2015-6-15, 17:11:00, 30.000000, 6.765625, 28.109375, 7.027344, 197.534241
M461101053AJ8, 2015-6-15, 17:12:00, 30.140625, 0.422119, 12.304688, 0.921875, 11.343384
M461101194AJ0, 2015-6-15, 17:12:00, 35.375000, 0.548828, 19.281250, 0.932617, 17.982025
M431101029AJ2, 2015-6-15, 17:12:00, 32.312500, 0.485352, 1.543945, 7.167969, 11.066952
M461101120AJF, 2015-6-15, 17:12:00, 30.890625, 6.617188, 30.765625, 6.531250, 200.937988
M421101006AJB, 2015-6-15, 17:12:00, 37.250000, 0.718750, 2.978516, 7.386719, 22.001457
M431101063AJA, 2015-6-15, 17:12:00, 29.671875, 6.843750, 29.015625, 6.843750, 198.575684
M461101053AJ8, 2015-6-15, 17:13:00, 30.125000, 0.420166, 12.273438, 0.918457, 11.272625
M461101194AJ0, 2015-6-15, 17:13:00, 35.250000, 0.546875, 19.203125, 0.929199, 17.843529
M431101029AJ2, 2015-6-15, 17:13:00, 32.250000, 0.483398, 1.530273, 7.175781, 10.980907
M461101120AJF, 2015-6-15, 17:13:00, 30.812500, 6.621094, 30.687500, 6.539062, 200.667480
M421101006AJB, 2015-6-15, 17:13:00, 28.406250, 3.628906, 7.667969, 8.695312, 66.675385
M431101063AJA, 2015-6-15, 17:13:00, 29.828125, 6.808594, 24.328125, 8.320312, 202.417603
M461101053AJ8, 2015-6-15, 17:14:00, 30.171875, 0.416504, 12.804688, 0.874512, 11.197849
M461101194AJ0, 2015-6-15, 17:14:00, 35.093750, 0.543945, 20.093750, 0.878418, 17.650711
M431101029AJ2, 2015-6-15, 17:14:00, 32.187500, 0.480713, 1.651367, 6.757812, 11.159630
M461101120AJF, 2015-6-15, 17:14:00, 32.093750, 6.250000, 32.000000, 6.175781, 197.625000
M421101006AJB, 2015-6-15, 17:14:00, 19.875000, 6.785156, 13.179688, 9.726562, 128.193054
M431101063AJA, 2015-6-15, 17:14:00, 29.484375, 6.859375, 20.281250, 9.593750, 194.573242
M461101053AJ8, 2015-6-15, 17:15:00, 30.203125, 0.412842, 12.679688, 0.875000, 11.094727
M461101194AJ0, 2015-6-15, 17:15:00, 35.031250, 0.538574, 19.796875, 0.880859, 17.438263
M431101029AJ2, 2015-6-15, 17:15:00, 32.093750, 0.477783, 1.595703, 6.859375, 10.945526
M461101120AJF, 2015-6-15, 17:15:00, 31.750000, 6.343750, 31.625000, 6.265625, 198.150391
M421101006AJB, 2015-6-15, 17:15:00, 19.890625, 6.781250, 13.039062, 9.828125, 128.149536
M431101063AJA, 2015-6-15, 17:15:00, 29.437500, 6.855469, 20.015625, 9.695312, 194.057739
M461101053AJ8, 2015-6-15, 17:16:00, 30.187500, 0.411377, 12.664062, 0.872559, 11.050137
M461101194AJ0, 2015-6-15, 17:16:00, 34.906250, 0.535645, 19.671875, 0.877930, 17.270523
M431101029AJ2, 2015-6-15, 17:16:00, 31.937500, 0.476807, 1.565430, 6.906250, 10.811249
M461101120AJF, 2015-6-15, 17:16:00, 31.640625, 6.386719, 31.515625, 6.308594, 198.819275
M421101006AJB, 2015-6-15, 17:16:00, 19.906250, 6.781250, 12.984375, 9.867188, 128.119263
M431101063AJA, 2015-6-15, 17:16:00, 29.437500, 6.851562, 19.937500, 9.726562, 193.923340
M461101053AJ8, 2015-6-15, 17:17:00, 30.203125, 0.409912, 12.742188, 0.864258, 11.012535
M461101194AJ0, 2015-6-15, 17:17:00, 34.812500, 0.533203, 19.781250, 0.867188, 17.154053
M431101029AJ2, 2015-6-15, 17:17:00, 31.828125, 0.475830, 1.579102, 6.828125, 10.782303
M461101120AJF, 2015-6-15, 17:17:00, 31.812500, 6.320312, 31.703125, 6.238281, 197.773010
M421101006AJB, 2015-6-15, 17:17:00, 19.968750, 6.757812, 13.070312, 9.812500, 128.252441
M431101063AJA, 2015-6-15, 17:17:00, 29.484375, 6.835938, 20.031250, 9.671875, 193.739746
M461101053AJ8, 2015-6-15, 17:18:00, 30.343750, 0.404297, 12.820312, 0.850586, 10.904778
M461101194AJ0, 2015-6-15, 17:18:00, 34.687500, 0.529297, 19.921875, 0.851074, 16.954994
M431101029AJ2, 2015-6-15, 17:18:00, 31.750000, 0.473389, 1.592773, 6.742188, 10.738777
M461101120AJF, 2015-6-15, 17:18:00, 32.000000, 6.246094, 31.890625, 6.167969, 196.700378
M421101006AJB, 2015-6-15, 17:18:00, 20.031250, 6.738281, 13.156250, 9.750000, 128.273438
M431101063AJA, 2015-6-15, 17:18:00, 29.578125, 6.808594, 20.156250, 9.609375, 193.688965
M461101053AJ8, 2015-6-15, 17:19:00, 30.296875, 0.399902, 12.906250, 0.833496, 10.757309
M461101194AJ0, 2015-6-15, 17:19:00, 34.562500, 0.523926, 20.031250, 0.833496, 16.695969
M431101029AJ2, 2015-6-15, 17:19:00, 31.718750, 0.469971, 1.602539, 6.656250, 10.666901
M461101120AJF, 2015-6-15, 17:19:00, 32.187500, 6.164062, 32.093750, 6.082031, 195.195190
M421101006AJB, 2015-6-15, 17:19:00, 20.062500, 6.722656, 13.250000, 9.679688, 128.255859
M431101063AJA, 2015-6-15, 17:19:00, 29.578125, 6.792969, 20.265625, 9.539062, 193.315063
M461101053AJ8, 2015-6-15, 17:20:00, 30.343750, 0.398438, 12.617188, 0.850586, 10.732002
M461101194AJ0, 2015-6-15, 17:20:00, 34.437500, 0.519531, 19.296875, 0.854004, 16.479607
M431101029AJ2, 2015-6-15, 17:20:00, 31.609375, 0.467773, 1.478516, 6.968750, 10.303406
M461101120AJF, 2015-6-15, 17:20:00, 31.312500, 6.437500, 31.187500, 6.359375, 198.333008
M421101006AJB, 2015-6-15, 17:20:00, 20.015625, 6.742188, 12.859375, 9.960938, 128.091431
M431101063AJA, 2015-6-15, 17:20:00, 29.437500, 6.820312, 19.640625, 9.820312, 192.877075
M461101053AJ8, 2015-6-15, 17:21:00, 30.328125, 0.395508, 12.632812, 0.842285, 10.640430
M461101194AJ0, 2015-6-15, 17:21:00, 34.312500, 0.516113, 19.296875, 0.844727, 16.300583
M431101029AJ2, 2015-6-15, 17:21:00, 31.578125, 0.464844, 1.475586, 6.937500, 10.236877
M461101120AJF, 2015-6-15, 17:21:00, 31.328125, 6.406250, 31.203125, 6.328125, 197.457275
M421101006AJB, 2015-6-15, 17:21:00, 20.031250, 6.710938, 12.859375, 9.929688, 127.689575
M431101063AJA, 2015-6-15, 17:21:00, 29.500000, 6.785156, 19.656250, 9.789062, 192.416260
M461101053AJ8, 2015-6-15, 17:22:00, 30.312500, 0.392334, 12.617188, 0.834961, 10.534859
M461101194AJ0, 2015-6-15, 17:22:00, 34.125000, 0.511719, 19.187500, 0.837402, 16.067657
M431101029AJ2, 2015-6-15, 17:22:00, 31.562500, 0.462158, 1.455078, 6.953125, 10.117340
M461101120AJF, 2015-6-15, 17:22:00, 31.234375, 6.421875, 31.109375, 6.339844, 197.228577
M421101006AJB, 2015-6-15, 17:22:00, 20.078125, 6.703125, 12.820312, 9.968750, 127.802490
M431101063AJA, 2015-6-15, 17:22:00, 29.515625, 6.781250, 19.578125, 9.820312, 192.263306
M421101006AJB, 2015-6-15, 17:23:00, 20.296875, 6.632812, 12.835938, 9.960938, 127.857971
M461101053AJ8, 2015-6-15, 17:23:00, 30.343750, 0.390381, 12.804688, 0.818848, 10.485088
M461101194AJ0, 2015-6-15, 17:23:00, 34.093750, 0.509766, 19.500000, 0.819336, 15.977051
M431101029AJ2, 2015-6-15, 17:23:00, 31.531250, 0.459473, 1.478516, 6.828125, 10.095490
M461101120AJF, 2015-6-15, 17:23:00, 31.703125, 6.304688, 31.593750, 6.230469, 196.843872
M421101006AJB, 2015-6-15, 17:23:00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
M431101063AJA, 2015-6-15, 17:23:00, 29.609375, 6.773438, 19.875000, 9.703125, 192.849609
M461101053AJ8, 2015-6-15, 17:24:00, 30.343750, 0.387207, 12.640625, 0.821777, 10.387779
M461101194AJ0, 2015-6-15, 17:24:00, 34.000000, 0.506348, 19.203125, 0.823730, 15.818199
M431101029AJ2, 2015-6-15, 17:24:00, 31.578125, 0.454346, 1.444336, 6.855469, 9.901600
M461101120AJF, 2015-6-15, 17:24:00, 31.343750, 6.324219, 31.171875, 6.250000, 194.824219
M421101006AJB, 2015-6-15, 17:24:00, 20.296875, 6.632812, 12.835938, 9.960938, 127.857971
M431101063AJA, 2015-6-15, 17:24:00, 29.703125, 6.742188, 19.609375, 9.812500, 192.416992
M461101053AJ8, 2015-6-15, 17:25:00, 30.343750, 0.384521, 13.296875, 0.776855, 10.329750
M461101194AJ0, 2015-6-15, 17:25:00, 33.843750, 0.502441, 20.250000, 0.772461, 15.642334
M431101029AJ2, 2015-6-15, 17:25:00, 31.484375, 0.450928, 1.647461, 6.207031, 10.225842
M461101120AJF, 2015-6-15, 17:25:00, 32.937500, 5.742188, 32.656250, 5.667969, 185.094604
M421101006AJB, 2015-6-15, 17:25:00, 20.546875, 6.546875, 13.476562, 9.500000, 128.027344
M431101063AJA, 2015-6-15, 17:25:00, 29.812500, 6.730469, 20.640625, 9.359375, 193.183350
M461101053AJ8, 2015-6-15, 17:26:00, 30.281250, 0.382568, 13.687500, 0.749512, 10.258942
M461101194AJ0, 2015-6-15, 17:26:00, 33.718750, 0.498779, 20.828125, 0.742188, 15.458374
M431101029AJ2, 2015-6-15, 17:26:00, 31.375000, 0.448730, 1.958008, 5.410156, 10.593128
M461101120AJF, 2015-6-15, 17:26:00, 34.218750, 4.953125, 33.375000, 4.964844, 165.701660
M421101006AJB, 2015-6-15, 17:26:00, 20.765625, 6.480469, 13.835938, 9.257812, 128.090515
M431101063AJA, 2015-6-15, 17:26:00, 29.906250, 6.718750, 21.234375, 9.117188, 193.597778
M461101053AJ8, 2015-6-15, 17:27:00, 30.250000, 0.381592, 13.710938, 0.745117, 10.216255
M461101194AJ0, 2015-6-15, 17:27:00, 33.625000, 0.496338, 20.828125, 0.736328, 15.336334
M431101029AJ2, 2015-6-15, 17:27:00, 31.343750, 0.446045, 2.330078, 4.679688, 10.904037
M461101120AJF, 2015-6-15, 17:27:00, 35.312500, 4.144531, 33.000000, 4.324219, 142.699219
M421101006AJB, 2015-6-15, 17:27:00, 21.312500, 6.234375, 13.718750, 9.226562, 126.576904
M431101063AJA, 2015-6-15, 17:27:00, 29.968750, 6.710938, 21.375000, 9.062500, 193.710938
M461101053AJ8, 2015-6-15, 17:28:00, 30.265625, 0.379639, 13.726562, 0.739746, 10.154171
M461101194AJ0, 2015-6-15, 17:28:00, 33.562500, 0.493408, 20.781250, 0.731445, 15.200348
M431101029AJ2, 2015-6-15, 17:28:00, 31.250000, 0.442627, 2.896484, 3.871094, 11.212563
M461101120AJF, 2015-6-15, 17:28:00, 36.062500, 3.328125, 32.218750, 3.623047, 116.730042
M421101006AJB, 2015-6-15, 17:28:00, 21.828125, 5.929688, 13.468750, 9.148438, 123.218018
M431101063AJA, 2015-6-15, 17:28:00, 30.015625, 6.691406, 21.578125, 8.976562, 193.697388
M461101053AJ8, 2015-6-15, 17:29:00, 30.156250, 0.377441, 13.773438, 0.730469, 10.061066
M461101194AJ0, 2015-6-15, 17:29:00, 33.406250, 0.487061, 20.671875, 0.721680, 14.918472
M431101029AJ2, 2015-6-15, 17:29:00, 31.140625, 0.440674, 4.160156, 2.802734, 11.659813
M461101120AJF, 2015-6-15, 17:29:00, 36.812500, 2.306641, 30.765625, 2.675781, 82.322083
M421101006AJB, 2015-6-15, 17:29:00, 22.015625, 5.789062, 13.320312, 9.109375, 121.339722
M431101063AJA, 2015-6-15, 17:29:00, 30.015625, 6.687500, 21.671875, 8.929688, 193.523071
M461101053AJ8, 2015-6-15, 17:30:00, 30.218750, 0.376709, 13.796875, 0.729004, 10.057976
M461101194AJ0, 2015-6-15, 17:30:00, 33.250000, 0.486084, 20.609375, 0.718750, 14.812988
M431101029AJ2, 2015-6-15, 17:30:00, 31.000000, 0.441406, 5.597656, 2.123047, 11.884087
M461101120AJF, 2015-6-15, 17:30:00, 37.281250, 1.667969, 29.187500, 2.054688, 59.971191
M421101006AJB, 2015-6-15, 17:30:00, 22.390625, 5.488281, 12.968750, 9.015625, 116.921387
M431101063AJA, 2015-6-15, 17:30:00, 30.062500, 6.687500, 21.968750, 8.820312, 193.771240
M461101053AJ8, 2015-6-15, 17:31:00, 30.140625, 0.375977, 13.804688, 0.724609, 10.003006
M461101194AJ0, 2015-6-15, 17:31:00, 33.156250, 0.483398, 20.578125, 0.714355, 14.700096
M431101029AJ2, 2015-6-15, 17:31:00, 31.015625, 0.439453, 7.492188, 1.608398, 12.050423
M461101120AJF, 2015-6-15, 17:31:00, 37.531250, 1.192383, 27.187500, 1.576172, 42.852173
M421101006AJB, 2015-6-15, 17:31:00, 22.718750, 5.093750, 12.445312, 8.835938, 109.966003
M431101063AJA, 2015-6-15, 17:31:00, 30.093750, 6.667969, 22.453125, 8.625000, 193.658203
M461101053AJ8, 2015-6-15, 17:32:00, 30.093750, 0.374268, 13.734375, 0.723633, 9.938644
M461101194AJ0, 2015-6-15, 17:32:00, 33.062500, 0.481201, 20.421875, 0.712891, 14.558563
M431101029AJ2, 2015-6-15, 17:32:00, 31.046875, 0.436768, 9.656250, 1.250000, 12.070312
M461101120AJF, 2015-6-15, 17:32:00, 37.718750, 0.855469, 24.750000, 1.234375, 30.550781
M421101006AJB, 2015-6-15, 17:32:00, 23.015625, 4.792969, 11.968750, 8.757812, 104.820068
M431101063AJA, 2015-6-15, 17:32:00, 30.109375, 6.660156, 22.703125, 8.531250, 193.686035
M461101053AJ8, 2015-6-15, 17:33:00, 30.046875, 0.371094, 13.546875, 0.725098, 9.822807
M461101194AJ0, 2015-6-15, 17:33:00, 32.875000, 0.475586, 20.015625, 0.714355, 14.298271
M431101029AJ2, 2015-6-15, 17:33:00, 30.953125, 0.435059, 11.617188, 1.036133, 12.036949
M461101120AJF, 2015-6-15, 17:33:00, 37.468750, 0.663574, 22.140625, 1.053711, 23.329819
M421101006AJB, 2015-6-15, 17:33:00, 23.125000, 4.628906, 11.539062, 8.796875, 101.507690
M431101063AJA, 2015-6-15, 17:33:00, 30.156250, 6.625000, 22.515625, 8.562500, 192.790039
M461101053AJ8, 2015-6-15, 17:34:00, 30.031250, 0.368652, 13.578125, 0.718262, 9.752647
M461101194AJ0, 2015-6-15, 17:34:00, 32.781250, 0.471924, 19.968750, 0.707031, 14.118530
M431101029AJ2, 2015-6-15, 17:34:00, 30.796875, 0.435303, 12.250000, 0.978027, 11.980835
M461101120AJF, 2015-6-15, 17:34:00, 37.312500, 0.616211, 21.468750, 1.000000, 21.468750
M421101006AJB, 2015-6-15, 17:34:00, 23.453125, 4.183594, 10.859375, 8.554688, 92.898560
M431101063AJA, 2015-6-15, 17:34:00, 30.125000, 6.609375, 23.171875, 8.304688, 192.435181
M461101053AJ8, 2015-6-15, 17:35:00, 30.000000, 0.366943, 13.609375, 0.712402, 9.695351
M461101194AJ0, 2015-6-15, 17:35:00, 32.687500, 0.469482, 20.000000, 0.700195, 14.003906
M431101029AJ2, 2015-6-15, 17:35:00, 30.703125, 0.434082, 12.320312, 0.966797, 11.911240
M461101120AJF, 2015-6-15, 17:35:00, 37.250000, 0.609863, 21.453125, 0.988281, 21.201721
M421101006AJB, 2015-6-15, 17:35:00, 23.781250, 3.710938, 10.070312, 8.273438, 83.316101
M431101063AJA, 2015-6-15, 17:35:00, 30.265625, 6.574219, 24.015625, 8.015625, 192.500244
M461101053AJ8, 2015-6-15, 17:36:00, 29.968750, 0.364502, 13.609375, 0.706055, 9.608963
M461101194AJ0, 2015-6-15, 17:36:00, 32.500000, 0.466553, 19.921875, 0.694824, 13.842201
M431101029AJ2, 2015-6-15, 17:36:00, 30.609375, 0.432373, 12.320312, 0.959473, 11.821003
M461101120AJF, 2015-6-15, 17:36:00, 37.218750, 0.603516, 21.375000, 0.980957, 20.967957
M421101006AJB, 2015-6-15, 17:36:00, 23.937500, 3.390625, 9.429688, 8.109375, 76.468872
M431101063AJA, 2015-6-15, 17:36:00, 30.281250, 6.558594, 24.562500, 7.832031, 192.374268
M461101053AJ8, 2015-6-15, 17:37:00, 29.968750, 0.362305, 13.625000, 0.700195, 9.540161
M461101194AJ0, 2015-6-15, 17:37:00, 32.406250, 0.463135, 19.875000, 0.688477, 13.683472
M431101029AJ2, 2015-6-15, 17:37:00, 30.484375, 0.430664, 12.343750, 0.949707, 11.722946
M461101120AJF, 2015-6-15, 17:37:00, 37.125000, 0.598633, 21.328125, 0.971680, 20.724106
M421101006AJB, 2015-6-15, 17:37:00, 24.078125, 3.037109, 8.648438, 7.933594, 68.613190
M431101063AJA, 2015-6-15, 17:37:00, 30.375000, 6.535156, 25.281250, 7.609375, 192.374512
M461101053AJ8, 2015-6-15, 17:38:00, 30.000000, 0.359131, 13.734375, 0.688477, 9.455795
M461101194AJ0, 2015-6-15, 17:38:00, 32.312500, 0.459961, 20.015625, 0.676758, 13.545731
M431101029AJ2, 2015-6-15, 17:38:00, 30.390625, 0.428467, 12.484375, 0.931641, 11.630951
M461101120AJF, 2015-6-15, 17:38:00, 37.125000, 0.589355, 21.437500, 0.950684, 20.380280
M421101006AJB, 2015-6-15, 17:38:00, 24.281250, 2.701172, 8.000000, 7.664062, 61.312500
M431101063AJA, 2015-6-15, 17:38:00, 30.640625, 6.460938, 26.156250, 7.339844, 191.982788
M461101053AJ8, 2015-6-15, 17:39:00, 29.984375, 0.356201, 13.531250, 0.692383, 9.368805
M461101194AJ0, 2015-6-15, 17:39:00, 32.218750, 0.456299, 19.593750, 0.682617, 13.375031
M431101029AJ2, 2015-6-15, 17:39:00, 30.359375, 0.425781, 12.351562, 0.933594, 11.531342
M461101120AJF, 2015-6-15, 17:39:00, 37.218750, 0.579102, 20.937500, 0.957520, 20.048065
M421101006AJB, 2015-6-15, 17:39:00, 24.343750, 2.607422, 7.617188, 7.773438, 59.211731
M431101063AJA, 2015-6-15, 17:39:00, 30.625000, 6.492188, 25.937500, 7.433594, 192.808838
M461101053AJ8, 2015-6-15, 17:40:00, 30.062500, 0.353027, 13.546875, 0.687012, 9.306862
M461101194AJ0, 2015-6-15, 17:40:00, 32.125000, 0.453613, 19.546875, 0.678223, 13.257133
M431101029AJ2, 2015-6-15, 17:40:00, 30.421875, 0.423096, 12.367188, 0.928223, 11.479504
M461101120AJF, 2015-6-15, 17:40:00, 37.187500, 0.574219, 20.890625, 0.950684, 19.860374
M421101006AJB, 2015-6-15, 17:40:00, 24.593750, 2.195312, 6.617188, 7.550781, 49.964935
M431101063AJA, 2015-6-15, 17:40:00, 30.781250, 6.449219, 26.890625, 7.164062, 192.646118
M461101053AJ8, 2015-6-15, 17:41:00, 30.109375, 0.350830, 13.632812, 0.678711, 9.252739
M461101194AJ0, 2015-6-15, 17:41:00, 32.031250, 0.450684, 19.609375, 0.669434, 13.127174
M431101029AJ2, 2015-6-15, 17:41:00, 30.359375, 0.419189, 12.406250, 0.914062, 11.340088
M461101120AJF, 2015-6-15, 17:41:00, 37.093750, 0.569336, 21.000000, 0.935547, 19.646484
M421101006AJB, 2015-6-15, 17:41:00, 24.828125, 1.836914, 5.722656, 7.300781, 41.779861
M431101063AJA, 2015-6-15, 17:41:00, 30.859375, 6.421875, 28.000000, 6.878906, 192.609375
M461101053AJ8, 2015-6-15, 17:42:00, 30.125000, 0.348877, 13.851562, 0.664551, 9.205067
M461101194AJ0, 2015-6-15, 17:42:00, 31.968750, 0.448242, 19.906250, 0.654297, 13.024597
M431101029AJ2, 2015-6-15, 17:42:00, 30.359375, 0.416748, 12.585938, 0.895996, 11.276951
M461101120AJF, 2015-6-15, 17:42:00, 37.000000, 0.566406, 21.328125, 0.913574, 19.484825
M421101006AJB, 2015-6-15, 17:42:00, 24.921875, 1.623047, 5.207031, 7.066406, 36.794998
M431101063AJA, 2015-6-15, 17:42:00, 30.828125, 6.410156, 29.062500, 6.609375, 192.084961
